dataset,family,seed,draw_seed,budget,rho,accuracy,source
cifar,sinusoidal,42,1712846226,0.25,0.3611696724653136,0.9001582000351555,analysis/v18_canonical_pipeline/inputs/cifar_base/session_1_seeds_42_123/noise_all_families.json
cifar,sinusoidal,42,2059244268,0.01,0.015122220004060312,0.9998242221831605,analysis/v18_canonical_pipeline/inputs/cifar_base/session_1_seeds_42_123/noise_all_families.json
cifar,sinusoidal,42,2059244268,0.025,0.03833343032019863,0.9992968887326418,analysis/v18_canonical_pipeline/inputs/cifar_base/session_1_seeds_42_123/noise_all_families.json
cifar,sinusoidal,42,2059244268,0.05,0.07931162261836197,1.0,analysis/v18_canonical_pipeline/inputs/cifar_base/session_1_seeds_42_123/noise_all_families.json
cifar,sinusoidal,42,2059244268,0.075,0.12202253630618498,1.0,analysis/v18_canonical_pipeline/inputs/cifar_base/session_1_seeds_42_123/noise_all_families.json
cifar,sinusoidal,42,2059244268,0.1,0.16371534630276877,0.9957813323958514,analysis/v18_canonical_pipeline/inputs/cifar_base/session_1_seeds_42_123/noise_all_families.json
cifar,sinusoidal,42,2059244268,0.15,0.2379705494045269,0.9757426612761468,analysis/v18_canonical_pipeline/inputs/cifar_base/session_1_seeds_42_123/noise_all_families.json
cifar,sinusoidal,42,2059244268,0.2,0.30152991562334724,0.9462119880471084,analysis/v18_canonical_pipeline/inputs/cifar_base/session_1_seeds_42_123/noise_all_families.json
cifar,sinusoidal,42,2059244268,0.25,0.35834178194570476,0.9191422042538231,analysis/v18_canonical_pipeline/inputs/cifar_base/session_1_seeds_42_123/noise_all_families.json
cifar,sinusoidal,42,325141848,0.01,0.01578753373657472,0.9994726665494812,analysis/v18_canonical_pipeline/inputs/cifar_base/session_1_seeds_42_123/noise_all_families.json
cifar,sinusoidal,42,325141848,0.025,0.039843221678252716,0.9984179996484441,analysis/v18_canonical_pipeline/inputs/cifar_base/session_1_seeds_42_123/noise_all_families.json
cifar,sinusoidal,42,325141848,0.05,0.08186098149466149,0.9975391105642466,analysis/v18_canonical_pipeline/inputs/cifar_base/session_1_seeds_42_123/noise_all_families.json
cifar,sinusoidal,42,325141848,0.075,0.1258496506410264,0.995957110212691,analysis/v18_canonical_pipeline/inputs/cifar_base/session_1_seeds_42_123/noise_all_families.json
cifar,sinusoidal,42,325141848,0.1,0.16881634388519698,0.9854104412023201,analysis/v18_canonical_pipeline/inputs/cifar_base/session_1_seeds_42_123/noise_all_families.json
cifar,sinusoidal,42,325141848,0.15,0.24411078987363077,0.965195992265776,analysis/v18_canonical_pipeline/inputs/cifar_base/session_1_seeds_42_123/noise_all_families.json
cifar,sinusoidal,42,325141848,0.2,0.3079373575059184,0.9360168746704165,analysis/v18_canonical_pipeline/inputs/cifar_base/session_1_seeds_42_123/noise_all_families.json
cifar,sinusoidal,42,325141848,0.25,0.3652349187444255,0.9066619792582176,analysis/v18_canonical_pipeline/inputs/cifar_base/session_1_seeds_42_123/noise_all_families.json
cifar,sinusoidal,42,366946340,0.01,0.014404366583809867,0.9984179996484441,analysis/v18_canonical_pipeline/inputs/cifar_base/session_1_seeds_42_123/noise_all_families.json
cifar,sinusoidal,42,366946340,0.025,0.036296978206607246,0.9985937774652837,analysis/v18_canonical_pipeline/inputs/cifar_base/session_1_seeds_42_123/noise_all_families.json
cifar,sinusoidal,42,366946340,0.05,0.0745923850037843,0.9985937774652837,analysis/v18_canonical_pipeline/inputs/cifar_base/session_1_seeds_42_123/noise_all_families.json
cifar,sinusoidal,42,366946340,0.075,0.11511389181998685,0.9929688873264192,analysis/v18_canonical_pipeline/inputs/cifar_base/session_1_seeds_42_123/noise_all_families.json
cifar,sinusoidal,42,366946340,0.1,0.15560724580789145,0.9882228862717524,analysis/v18_canonical_pipeline/inputs/cifar_base/session_1_seeds_42_123/noise_all_families.json
cifar,sinusoidal,42,366946340,0.15,0.22938866519256063,0.9746879943751098,analysis/v18_canonical_pipeline/inputs/cifar_base/session_1_seeds_42_123/noise_all_families.json
cifar,sinusoidal,42,366946340,0.2,0.29353921714300557,0.9608015468447881,analysis/v18_canonical_pipeline/inputs/cifar_base/session_1_seeds_42_123/noise_all_families.json
cifar,sinusoidal,42,366946340,0.25,0.35138079569600833,0.930040428897873,analysis/v18_canonical_pipeline/inputs/cifar_base/session_1_seeds_42_123/noise_all_families.json
cifar,sinusoidal,42,342173717,0.01,0.015136784105302978,0.9975391105642466,analysis/v18_canonical_pipeline/inputs/cifar_base/session_1_seeds_42_123/noise_all_families.json
cifar,sinusoidal,42,342173717,0.025,0.038405527058400835,0.9975391105642466,analysis/v18_canonical_pipeline/inputs/cifar_base/session_1_seeds_42_123/noise_all_families.json
cifar,sinusoidal,42,342173717,0.05,0.07952014023655486,0.9949024433116539,analysis/v18_canonical_pipeline/inputs/cifar_base/session_1_seeds_42_123/noise_all_families.json
cifar,sinusoidal,42,342173717,0.075,0.12288225911576092,0.9936719985937773,analysis/v18_canonical_pipeline/inputs/cifar_base/session_1_seeds_42_123/noise_all_families.json
cifar,sinusoidal,42,342173717,0.1,0.1655125147841945,0.990156442256987,analysis/v18_canonical_pipeline/inputs/cifar_base/session_1_seeds_42_123/noise_all_families.json
cifar,sinusoidal,42,342173717,0.15,0.24113176379541026,0.9731059940235541,analysis/v18_canonical_pipeline/inputs/cifar_base/session_1_seeds_42_123/noise_all_families.json
cifar,sinusoidal,42,342173717,0.2,0.305746551072193,0.9455088767797504,analysis/v18_canonical_pipeline/inputs/cifar_base/session_1_seeds_42_123/noise_all_families.json
cifar,sinusoidal,42,342173717,0.25,0.36322456552756893,0.9124626472139215,analysis/v18_canonical_pipeline/inputs/cifar_base/session_1_seeds_42_123/noise_all_families.json
cifar,sinusoidal,42,780632440,0.01,0.015353111862339962,0.9978906661979257,analysis/v18_canonical_pipeline/inputs/cifar_base/session_1_seeds_42_123/noise_all_families.json
cifar,sinusoidal,42,780632440,0.025,0.038837493165513326,0.9989453330989627,analysis/v18_canonical_pipeline/inputs/cifar_base/session_1_seeds_42_123/noise_all_families.json
cifar,sinusoidal,42,780632440,0.05,0.08017829589824789,0.9980664440147652,analysis/v18_canonical_pipeline/inputs/cifar_base/session_1_seeds_42_123/noise_all_families.json
cifar,sinusoidal,42,780632440,0.075,0.12386073872317664,0.9985937774652837,analysis/v18_canonical_pipeline/inputs/cifar_base/session_1_seeds_42_123/noise_all_families.json
cifar,sinusoidal,42,780632440,0.1,0.1669205886609956,0.9922657760590612,analysis/v18_canonical_pipeline/inputs/cifar_base/session_1_seeds_42_123/noise_all_families.json
cifar,sinusoidal,42,780632440,0.15,0.24372171489029426,0.9748637721919493,analysis/v18_canonical_pipeline/inputs/cifar_base/session_1_seeds_42_123/noise_all_families.json
cifar,sinusoidal,42,780632440,0.2,0.30916632152121104,0.9504306556512567,analysis/v18_canonical_pipeline/inputs/cifar_base/session_1_seeds_42_123/noise_all_families.json
cifar,sinusoidal,42,780632440,0.25,0.3674249739091183,0.9237124274916505,analysis/v18_canonical_pipeline/inputs/cifar_base/session_1_seeds_42_123/noise_all_families.json
cifar,sinusoidal,42,460493296,0.01,0.015239446627064487,0.9996484443663209,analysis/v18_canonical_pipeline/inputs/cifar_base/session_1_seeds_42_123/noise_all_families.json
cifar,sinusoidal,42,460493296,0.025,0.038540943379042986,0.9977148883810861,analysis/v18_canonical_pipeline/inputs/cifar_base/session_1_seeds_42_123/noise_all_families.json
cifar,sinusoidal,42,460493296,0.05,0.0794956781965959,0.995253998945333,analysis/v18_canonical_pipeline/inputs/cifar_base/session_1_seeds_42_123/noise_all_families.json
cifar,sinusoidal,42,460493296,0.075,0.12240588642557428,0.9917384426085426,analysis/v18_canonical_pipeline/inputs/cifar_base/session_1_seeds_42_123/noise_all_families.json
cifar,sinusoidal,42,460493296,0.1,0.16429125694312383,0.9855862190191597,analysis/v18_canonical_pipeline/inputs/cifar_base/session_1_seeds_42_123/noise_all_families.json
cifar,sinusoidal,42,460493296,0.15,0.23862961923178852,0.9681842151520478,analysis/v18_canonical_pipeline/inputs/cifar_base/session_1_seeds_42_123/noise_all_families.json
cifar,sinusoidal,42,460493296,0.2,0.3023723946270537,0.9432237651608366,analysis/v18_canonical_pipeline/inputs/cifar_base/session_1_seeds_42_123/noise_all_families.json
cifar,sinusoidal,42,460493296,0.25,0.35956316937710964,0.9100017577781683,analysis/v18_canonical_pipeline/inputs/cifar_base/session_1_seeds_42_123/noise_all_families.json
cifar,sinusoidal,42,1456730185,0.01,0.01483195011132692,0.9996484443663209,analysis/v18_canonical_pipeline/inputs/cifar_base/session_1_seeds_42_123/noise_all_families.json
cifar,sinusoidal,42,1456730185,0.025,0.03741516134910961,0.9998242221831605,analysis/v18_canonical_pipeline/inputs/cifar_base/session_1_seeds_42_123/noise_all_families.json
cifar,sinusoidal,42,1456730185,0.05,0.07685639737047802,0.9975391105642466,analysis/v18_canonical_pipeline/inputs/cifar_base/session_1_seeds_42_123/noise_all_families.json
cifar,sinusoidal,42,1456730185,0.075,0.11849995260470868,0.9954297767621724,analysis/v18_canonical_pipeline/inputs/cifar_base/session_1_seeds_42_123/noise_all_families.json
cifar,sinusoidal,42,1456730185,0.1,0.1600718734399883,0.9899806644401475,analysis/v18_canonical_pipeline/inputs/cifar_base/session_1_seeds_42_123/noise_all_families.json
cifar,sinusoidal,42,1456730185,0.15,0.23508259216540006,0.9741606609245912,analysis/v18_canonical_pipeline/inputs/cifar_base/session_1_seeds_42_123/noise_all_families.json
cifar,sinusoidal,42,1456730185,0.2,0.2997090075230524,0.9470908771313059,analysis/v18_canonical_pipeline/inputs/cifar_base/session_1_seeds_42_123/noise_all_families.json
cifar,sinusoidal,42,1456730185,0.25,0.35767372046325524,0.9191422042538231,analysis/v18_canonical_pipeline/inputs/cifar_base/session_1_seeds_42_123/noise_all_families.json
cifar,sinusoidal,42,1763599044,0.01,0.014770703041862005,1.0001757778168394,analysis/v18_canonical_pipeline/inputs/cifar_base/session_1_seeds_42_123/noise_all_families.json
cifar,sinusoidal,42,1763599044,0.025,0.03722802429542682,0.9994726665494812,analysis/v18_canonical_pipeline/inputs/cifar_base/session_1_seeds_42_123/noise_all_families.json
cifar,sinusoidal,42,1763599044,0.05,0.0762470512972566,0.9956055545790119,analysis/v18_canonical_pipeline/inputs/cifar_base/session_1_seeds_42_123/noise_all_families.json
cifar,sinusoidal,42,1763599044,0.075,0.11720567257507014,0.9940235542274564,analysis/v18_canonical_pipeline/inputs/cifar_base/session_1_seeds_42_123/noise_all_families.json
cifar,sinusoidal,42,1763599044,0.1,0.15815056357877735,0.9883986640885919,analysis/v18_canonical_pipeline/inputs/cifar_base/session_1_seeds_42_123/noise_all_families.json
cifar,sinusoidal,42,1763599044,0.15,0.23247285302855947,0.971348215855159,analysis/v18_canonical_pipeline/inputs/cifar_base/session_1_seeds_42_123/noise_all_families.json
cifar,sinusoidal,42,1763599044,0.2,0.29572768735911775,0.9437510986113552,analysis/v18_canonical_pipeline/inputs/cifar_base/session_1_seeds_42_123/noise_all_families.json
cifar,sinusoidal,42,1763599044,0.25,0.35221182064442125,0.9161539813675513,analysis/v18_canonical_pipeline/inputs/cifar_base/session_1_seeds_42_123/noise_all_families.json
cifar,sinusoidal,42,299045659,0.01,0.015103326039424315,0.9982422218316046,analysis/v18_canonical_pipeline/inputs/cifar_base/session_1_seeds_42_123/noise_all_families.json
cifar,sinusoidal,42,299045659,0.025,0.03807460381024828,0.9985937774652837,analysis/v18_canonical_pipeline/inputs/cifar_base/session_1_seeds_42_123/noise_all_families.json
cifar,sinusoidal,42,299045659,0.05,0.0782149812192013,1.0012304447178766,analysis/v18_canonical_pipeline/inputs/cifar_base/session_1_seeds_42_123/noise_all_families.json
cifar,sinusoidal,42,299045659,0.075,0.12052681586399479,0.9984179996484441,analysis/v18_canonical_pipeline/inputs/cifar_base/session_1_seeds_42_123/noise_all_families.json
cifar,sinusoidal,42,299045659,0.1,0.16252627078853757,0.9889259975391104,analysis/v18_canonical_pipeline/inputs/cifar_base/session_1_seeds_42_123/noise_all_families.json
cifar,sinusoidal,42,299045659,0.15,0.23811162214396758,0.971348215855159,analysis/v18_canonical_pipeline/inputs/cifar_base/session_1_seeds_42_123/noise_all_families.json
cifar,sinusoidal,42,299045659,0.2,0.3028758227694299,0.9469150993144665,analysis/v18_canonical_pipeline/inputs/cifar_base/session_1_seeds_42_123/noise_all_families.json
cifar,sinusoidal,42,299045659,0.25,0.36086092902565486,0.9150993144665142,analysis/v18_canonical_pipeline/inputs/cifar_base/session_1_seeds_42_123/noise_all_families.json
cifar,sinusoidal,123,1129524128,0.01,0.01548437224241449,0.9983937176512583,analysis/v18_canonical_pipeline/inputs/cifar_base/session_1_seeds_42_123/noise_all_families.json
cifar,sinusoidal,123,1129524128,0.025,0.03898170879044885,0.9978582902016777,analysis/v18_canonical_pipeline/inputs/cifar_base/session_1_seeds_42_123/noise_all_families.json
cifar,sinusoidal,123,1129524128,0.05,0.07956957698815785,0.9983937176512583,analysis/v18_canonical_pipeline/inputs/cifar_base/session_1_seeds_42_123/noise_all_families.json
cifar,sinusoidal,123,1129524128,0.075,0.12183898834556543,0.993574870605033,analysis/v18_canonical_pipeline/inputs/cifar_base/session_1_seeds_42_123/noise_all_families.json
cifar,sinusoidal,123,1129524128,0.1,0.16398350645145868,0.988577547742281,analysis/v18_canonical_pipeline/inputs/cifar_base/session_1_seeds_42_123/noise_all_families.json
cifar,sinusoidal,123,1129524128,0.15,0.24020409120022465,0.9689452079243264,analysis/v18_canonical_pipeline/inputs/cifar_base/session_1_seeds_42_123/noise_all_families.json
cifar,sinusoidal,123,1129524128,0.2,0.30493760361471467,0.9436016419775121,analysis/v18_canonical_pipeline/inputs/cifar_base/session_1_seeds_42_123/noise_all_families.json
cifar,sinusoidal,123,1129524128,0.25,0.36212774508680406,0.9114759950026772,analysis/v18_canonical_pipeline/inputs/cifar_base/session_1_seeds_42_123/noise_all_families.json
cifar,sinusoidal,123,1618910425,0.01,0.015749130476549685,0.9996430483669463,analysis/v18_canonical_pipeline/inputs/cifar_base/session_1_seeds_42_123/noise_all_families.json
cifar,sinusoidal,123,1618910425,0.025,0.03949257086809336,0.9991076209173657,analysis/v18_canonical_pipeline/inputs/cifar_base/session_1_seeds_42_123/noise_all_families.json
cifar,sinusoidal,123,1618910425,0.05,0.08011916375814832,0.9989291451008389,analysis/v18_canonical_pipeline/inputs/cifar_base/session_1_seeds_42_123/noise_all_families.json
cifar,sinusoidal,123,1618910425,0.075,0.12211254964307607,0.9939318222380867,analysis/v18_canonical_pipeline/inputs/cifar_base/session_1_seeds_42_123/noise_all_families.json
cifar,sinusoidal,123,1618910425,0.1,0.1638546572488304,0.9889344993753347,analysis/v18_canonical_pipeline/inputs/cifar_base/session_1_seeds_42_123/noise_all_families.json
cifar,sinusoidal,123,1618910425,0.15,0.24027400929868958,0.9764411922184545,analysis/v18_canonical_pipeline/inputs/cifar_base/session_1_seeds_42_123/noise_all_families.json
cifar,sinusoidal,123,1618910425,0.2,0.3056323801095502,0.9528823844369088,analysis/v18_canonical_pipeline/inputs/cifar_base/session_1_seeds_42_123/noise_all_families.json
cifar,sinusoidal,123,1618910425,0.25,0.3634046214242927,0.9200428341959664,analysis/v18_canonical_pipeline/inputs/cifar_base/session_1_seeds_42_123/noise_all_families.json
cifar,sinusoidal,123,179672207,0.01,0.015014437135459255,0.9994645725504194,analysis/v18_canonical_pipeline/inputs/cifar_base/session_1_seeds_42_123/noise_all_families.json
cifar,sinusoidal,123,179672207,0.025,0.03785169863632968,0.9989291451008389,analysis/v18_canonical_pipeline/inputs/cifar_base/session_1_seeds_42_123/noise_all_families.json
cifar,sinusoidal,123,179672207,0.05,0.07739562719512362,0.9937533464215599,analysis/v18_canonical_pipeline/inputs/cifar_base/session_1_seeds_42_123/noise_all_families.json
cifar,sinusoidal,123,179672207,0.075,0.11868031949573926,0.9921470640728182,analysis/v18_canonical_pipeline/inputs/cifar_base/session_1_seeds_42_123/noise_all_families.json
cifar,sinusoidal,123,179672207,0.1,0.16007787174491064,0.9878636444761736,analysis/v18_canonical_pipeline/inputs/cifar_base/session_1_seeds_42_123/noise_all_families.json
cifar,sinusoidal,123,179672207,0.15,0.23591770748298438,0.9701945386400144,analysis/v18_canonical_pipeline/inputs/cifar_base/session_1_seeds_42_123/noise_all_families.json
cifar,sinusoidal,123,179672207,0.2,0.30095994456507014,0.9455648759593075,analysis/v18_canonical_pipeline/inputs/cifar_base/session_1_seeds_42_123/noise_all_families.json
cifar,sinusoidal,123,179672207,0.25,0.3585289581466211,0.9182580760306979,analysis/v18_canonical_pipeline/inputs/cifar_base/session_1_seeds_42_123/noise_all_families.json
cifar,sinusoidal,123,193161432,0.01,0.015048705236518765,0.9994645725504194,analysis/v18_canonical_pipeline/inputs/cifar_base/session_1_seeds_42_123/noise_all_families.json
